Folder,File,Tags,Snippet
"captura maps","Captura de ecr? 2025-11-11 093803.png","no_text","Observagao importante: No  porque o prego chegou ao extremo e a The_Wall ficou amarela que voc deve entrar em operaco imediatamente. Esse  apenas o incio de um cenrio de reverso e uma das condices nec"
"captura maps","Captura de ecr? 2025-11-11 093809.png","no_text",""
"captura maps","Captura de ecr? 2025-11-11 093818.png","fpleme;maps;vx;entry","MAPS: FUNCOES INTELIGENTES DO MAPEAMENTO Consideraces e Aconselhamentos: A primeira vez que vi um MAPA criado pelo Ferno, minha reagao foi tentar ""setupzar"". Ou seja, eu acreditava que bastava vender "
"captura mm","Captura de ecr? 2025-11-11 114612.png","fpleme;mm","MM MAP + MAP FPLEME? "
"captura mm","Captura de ecr? 2025-11-11 114616.png","ppm;mm;entry","Anteriormente, fol destacada a importncia do cenrio de Progresso de Prego em MAP (PPM). Com esse cenrio,  possivel comprender para qual lado o mercado est demonstrando maior forca. O cenrio PPM. corre"
"captura mm","Captura de ecr? 2025-11-11 114621.png","shark","1': Sempre  necessrio esperar por uma referncia, ou seja, pelo menos um topo. Nesse topo de referncia, o Shark precisa virar vermelho, indicando o Inicio do primeiro ciclo vendedor. "
"captura mm","Captura de ecr? 2025-11-11 114625.png","shark;entry","2"": Sempre  necessrio esperar a formaco de pelo menos um fundo, e o Shark precisa virar azul, indicando o inicio de um primeiro ciclo comprador. "
"captura mm","Captura de ecr? 2025-11-11 114629.png","no_text","npre se preparar para entrar no segundo ciclo vendedor. ES "
"captura mm","Captura de ecr? 2025-11-11 114634.png","maps;ppm;mm;entry","MM 4: 0 segundo ciclo vendedor deve estar mais baixo do que o anterior. 5"": Para uma venda, o segundo ciclo vendedor deve estar na mesma MAP do ciclo de referncia. Por exemplo: MAP 0 com MAP 0, 1 com "
"captura mm","Captura de ecr? 2025-11-11 114642.png","no_text",""
"captura mm","Captura de ecr? 2025-11-11 114648.png","no_text","Recomendaces: 1 O cenrio MAP com MAP fica mais seguro quando a diferenga de inclinago entre os ciclos for mais evidente. Por exemplo: Esse caso no  recomendado poque os niveis dos ciclos esto iguais. "
"captura mm","Captura de ecr? 2025-11-11 114652.png","no_text","jo mais baixos. "
"captura mm","Captura de ecr? 2025-11-11 114658.png","ppm;entry","2 O cenrio MAP com MAP vendedora  mais eficaz para movimentos a favor da tendncia, ou seja, da MAP O para baixo. Isso porque, ao tentar operar na regio de sobreprego, existe a possibilidade de o ativo"
"captura mm","Captura de ecr? 2025-11-11 114703.png","shark;entry","Exemplos em Compra: Ponto Inicial: Escolha o lado que voc deseja analisar. Por exemplo, se o ativo est na MAP central e ela est azul, eu quero analisar a forga de compra, pois estou interesado em comp"
"captura mm","Captura de ecr? 2025-11-11 114707.png","shark","2: Sempre  necessrio esperar formar pelo menos um topo, e o Shark deve virar vermelho, mostrando o inicio do primeiro ciclo vendedor. AS 7 Be "
"captura mm","Captura de ecr? 2025-11-11 114712.png","entry","3: Prepare-se para entrar no segundo ciclo comprador. "
"captura mm","Captura de ecr? 2025-11-11 114715.png","maps;entry","4: 0 segundo ciclo comprador deve estar mais alto do que o ciclo anterior. 5: Para uma compra, o segundo ciclo comprador deve estar na mesma MAP do ciclo de referncia. Por exemplo: MAP 0 com MAP O, s1"
"captura mm","Captura de ecr? 2025-11-11 114720.png","no_text","Recomendaces: 1 O cenrio MAP com MAP  mais seguro quando a diferenga de inclinago entre os ciclos  mais evidente. Observe o exemplo abaixo. Esse caso no  recomendado poque os niveis dos ciclos esto ig"
"captura mm","Captura de ecr? 2025-11-11 114724.png","no_text","+ Caso recomendado: Quando os niveis dos ciclos esto mais altos: PE 00 3.00 000) J a Y. Y "
"captura mm","Captura de ecr? 2025-11-11 114730.png","entry","2 O cenrio MAP com MAP compradora  mais eficiente para movimentos a favor da tendncia, ou seja, da MAP 0 para cima. Isso ocorre porque, ao tentar operar na regio de subprego, o ativo pode ainda estar "
"captura mm","Captura de ecr? 2025-11-11 114735.png","entry","2 O cenrio MAP com MAP compradora  mais eficiente para movimentos a favor da tendncia, ou seja, da MAP 0 para cima. Isso ocorre porque, ao tentar operar na regio de subprego, o ativo pode ainda estar "
"captura mm","Captura de ecr? 2025-11-11 114738.png","entry","O exemplo acima mostra o prego indo ao extremo inferior e destaca a dificuldade que o ativo apresenta para subir. Isso ocorre porque, alm das forgas no estarem to favorveis para a compra, a The_Wall a"
"captura ppm","Captura de ecr? 2025-11-11 113643.png","maps;ppm","PPM  PROGRESSAO DE PRECO EM MAPS"
"captura ppm","Captura de ecr? 2025-11-11 113651.png","maps;ppm;mm;entry","No universo da anlise de mercado, compreender o comportamento do prego e identificar sua progresso de forma estruturada  essencial para tomadas de deciso mais assertivas. Os mtodos de Cenrios de Progr"
"captura ppm","Captura de ecr? 2025-11-11 113658.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 113705.png","no_text","Fases complementares: Reacumulaco e Redistribuigo. "
"captura ppm","Captura de ecr? 2025-11-11 113709.png","no_text","Redistribuiso "
"captura ppm","Captura de ecr? 2025-11-11 113716.png","maps;thewall","Acumulago Definigo: Uma acumulago bem-sucedida pode ser o ponto de partida para o inicio de uma tendncia de alta. Ela geralmente ocorre aps um perodo de declnio no mercado (baixa forte), quando os pre"
"captura ppm","Captura de ecr? 2025-11-11 113725.png","ppm;mm","+ Precos estveis: Aps um perodo de queda acentuada, os pregos dos ativos tendem a se estabilizar, deixando o ativo em consolidaco. Durante essas consolidaces,  possivel observar cenrios de MAP com MAP"
"captura ppm","Captura de ecr? 2025-11-11 113738.png","maps","Inicio de Alta Definiga A maioria dos investidores comega a perceber a recuperago do mercado. Contudo, ainda no h uma confianga slida por parte do pblico menos informado. + MAPS: O inicio de alta pode"
"captura ppm","Captura de ecr? 2025-11-11 113744.png","maps;ppm;thewall","PPM Gradualmente, o prego comega a formar fundos mais altos nas MAPS, o que chamamos de Progresso de Prego em MAPs. Exemplo: um fundo em 3 seguido de um novo fundo em i1. + The_Wall (do grfico): No in"
"captura ppm","Captura de ecr? 2025-11-11 113752.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 113800.png","maps;ppm;entry","Alta Forte Definigo: Aalta forte  a ltima etapa de um movimento de alta. Essa fase  caracterizada por um aumento significativo nos pregos dos ativos, muitas vezes impulsionado pela especulago e pelo o"
"captura ppm","Captura de ecr? 2025-11-11 113807.png","ppm","PPM Observago: E se a acumulago nao conseguir gerar o inicio de alta nem a alta forte? Quando isso acontece,  porque a forga vendedora ainda predomina. Esse fenmeno  chamado de Redistribuigo. Aredistr"
"captura ppm","Captura de ecr? 2025-11-11 113815.png","no_text","Alta forte  "
"captura ppm","Captura de ecr? 2025-11-11 113828.png","no_text","Sera uma Acumulaco ?"
"captura ppm","Captura de ecr? 2025-11-11 113833.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 113842.png","maps;ppm;mm","Distribuigo Definigo: Se ocorrer uma distribuigo bem-sucedida, este fenmeno pode ser o ponto de partida para uma tendncia de baixa. Ela geralmente ocorre aps um perodo de alta no mercado (alta forte),"
"captura ppm","Captura de ecr? 2025-11-11 113849.png","maps","Inicio de Baixa Definig A maioria dos investidores comega a perceber que os pregos podem estar altos. Contudo, ainda no h uma confianga concreta por parte do pblico desinformado. Caractersticas: + MAP"
"captura ppm","Captura de ecr? 2025-11-11 113854.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 113903.png","maps;ppm","PPM + The_Wall (do grfico): Normalmente, em um inicio de baixa, o prego estar ligeiramente acima ou abaixo da linha da The_Wall, tentando descer para a parte negativa das MAPS. Durante esse movimento,"
"captura ppm","Captura de ecr? 2025-11-11 113912.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 113923.png","maps;ppm;entry","Baixa Forte Defir igo: A fase de baixa forte  a ltima etapa do movimento de forga de baixa.  caracterizada por uma queda excessiva nos pregos dos ativos, muitas vezes impulsionada pela especulago e pe"
"captura ppm","Captura de ecr? 2025-11-11 113934.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 113941.png","entry","Observagao: E se a distribuico nao conseguir gerar o inicio de baixa nem a baixa forte? Quando isso acontece,  porque a forca de compra ainda  predominante. Esse fenmeno  chamado de Reacumulaco. A Rea"
"captura ppm","Captura de ecr? 2025-11-11 113949.png","no_text","uma Distribuigao ? Sera "
"captura ppm","Captura de ecr? 2025-11-11 113955.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 114001.png","maps;ppm","Progresso de Prego em MAP (PPM) O cenrio de Progresso de Prego em MAP  uma das maneiras mais eficazes de identificar a forga do mercado e determinar a dirego correta a seguir. Esse cenrio consegue exp"
"captura ppm","Captura de ecr? 2025-11-11 114009.png","no_text","130.810 ""=0x 2.00 1800 2.00 AA 2800 00 =0x| a0 ote mL  a = "
"captura ppm","Captura de ecr? 2025-11-11 114013.png","entry","all (mmr Ha 2 Vamos analisar as ferramentas. Toda anlise de Progresso de Preco em MAP segue a sequncia abaixo: Ponto Inicial: Escolha o lado que deseja analisar. Por exemplo, se o ativo est em sobrepr"
"captura ppm","Captura de ecr? 2025-11-11 114022.png","shark","1 Regra: Sempre aguarde ter uma referncia, ou seja, pelo menos um topo. Nesse topo de referncia, o Shark deve virar vermelho, indicando 0 inicio de um ciclo vendedora. "
"captura ppm","Captura de ecr? 2025-11-11 114025.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 114038.png","shark;entry","2 Regra: Aguarde a formaco de pelo menos um fundo, e o Shark virar azul, sinalizando o incio de um ciclo comprador. a ih. ll"
"captura ppm","Captura de ecr? 2025-11-11 114043.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 114048.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 114057.png","no_text","4 Regra: O segundo ciclo vendedor deve estar em um nivel mais baixo do que o primeiro ciclo vendedor. "
"captura ppm","Captura de ecr? 2025-11-11 114059.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 114105.png","vx;entry","5 Regra: Para realizar uma venda, o segundo ciclo vendedor deve estar em uma MAP mais baixa do que a MAP do ciclo de referncia. Uma maneira fcil de verificar isso  observando o VX, que deve estar em q"
"captura ppm","Captura de ecr? 2025-11-11 114108.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 114115.png","entry","6 Regra: No momento da entrada na operaco, a The_Wall deve estar lateralizada ou a favor do lado que voc deseja (Amarela ou Rosa). "
"captura ppm","Captura de ecr? 2025-11-11 114118.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 114127.png","no_text","y a a 3] e 6 o G & > "
"captura ppm","Captura de ecr? 2025-11-11 114135.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 114140.png","no_text","Viso completa: "
"captura ppm","Captura de ecr? 2025-11-11 114146.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 114152.png","maps","Exemplos que nao atendem s regras: Observe que os exemplos que nao seguem as regras apresentam movimentos com menores chances de sucesso. Neste caso, o preco j no esta mais progredindo nas MAPs a favo"
"captura ppm","Captura de ecr? 2025-11-11 114155.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 114159.png","no_text","Na situaco abaixo a The_wall ainda estava verde. "
"captura ppm","Captura de ecr? 2025-11-11 114204.png","no_text",""
"captura ppm","Captura de ecr? 2025-11-11 114211.png","shark;maps;vx;entry","Essa mesma leitura feita para venda tambm pode ser aplicada  compra. No caso de compra: Ponto Inicial: Escolha o lado que deseja analisar. Por exemplo, se o ativo est em subprego, voc deve analisar a "
"captura ppm","Captura de ecr? 2025-11-11 114217.png","no_text","Exemplo: A . onal : il LN IT e ri ut "
"captura ppm","Captura de ecr? 2025-11-11 114222.png","maps;ppm;entry","PPM O operacional de Progresso de Prego em MAPS (PPM) oferece uma abordagem clara e estruturada para compreender e operar no mercado com maior preciso. Ao analisar o comportamento do prego em relago a"
"captura ppm","Captura de ecr? 2025-11-11 114529.png","shark;ppm;vx;entry","PPM VENDA CHECKLIST (OU REGRESSAO DE PREGO EM MAP) Aguarde a formaco de uma referncia (pelo menos um topo) e verifique se o Shark virou vermelho, indicando o inicio de um ciclo vendedor. Aguarde a for"
"captura ppm","Captura de ecr? 2025-11-11 114536.png","shark;ppm;entry","PPM COMPRA CHECKLIST (OU PROGRESSAO DE PRECO EM MAP) Espere ter uma referncia: pelo menos um fundo, com o Shark virando azul, indicando o inicio de um primeiro ciclo comprador. Aguarde a formaco de um"
"captura vx","Captura de ecr? 2025-11-11 094856.png","vx","VX CORES, NOMENCLATURA E USABILIDADE "
"captura vx","Captura de ecr? 2025-11-11 094906.png","vx;entry","VX M2 Dias de forte tendncia, por incrvel que parega, so os dias que mais causam loss para traders, que tentam operar contra a tendncia ou que tentam encontrar o topo ou fundo do dia. Nao procure por "
"captura vx","Captura de ecr? 2025-11-11 094915.png","vx;entry","VX M2: CORES barras crescentes acima da MAP 0 (MAP Central) - agresso compradora predominante sinalizagao de movimento de contra tendncia barras decrescentes abaixo da MAP 0 (MAP Central) - agresso ve"
"captura vx","Captura de ecr? 2025-11-11 094922.png","fpleme;maps;vx","VX M2: NOMENCLATURA Acima da Map0 nomeamos as linhas por s1 | s2 | s3 | s4 e s5. E abaixo da Map0 nomeamos as linhas por i1 | i2 | i3 | 14 e i5. Assim como na ferramenta MAPs FPLEME."
"captura vx","Captura de ecr? 2025-11-11 094933.png","no_text","all sala At a Mi. all pp "
"captura vx","Captura de ecr? 2025-11-11 094941.png","no_text","Imagem 1 + Rompimento das Linhas Horizontais As linhas horizontais ficam mais espessas quando as linhas verticais as ultrapassam. Essa espessura nas linhas horizontais indica que o prego conseguiu rom"
"captura vx","Captura de ecr? 2025-11-11 094950.png","no_text",""
"captura vx","Captura de ecr? 2025-11-11 094955.png","no_text","al ne os sea "
"captura vx","Captura de ecr? 2025-11-11 095003.png","no_text","12: USABILIDADE Imagem 2"
"captura vx","Captura de ecr? 2025-11-11 095011.png","maps","iio aT | lh po Imagem 2 + Sobre o Saldo Ese o prego no grfico tentar romper uma linha, por exemplo a S3, mas as barras verticais no romperem a linha horizontal e a linha horizontal no ficar mais espec"
"captura vx","Captura de ecr? 2025-11-11 095024.png","no_text",""
"captura vx","Captura de ecr? 2025-11-11 095029.png","no_text","E call cata  lla, ""ayn "
"captura vx","Captura de ecr? 2025-11-11 095040.png","no_text","ELL qe tl a mi Imagem 3 Quando as barras verticais no conseguem romper as linhas horizontais, isso indica falta de forga. O saldo de agresso, que  o principal responsvel pelo movimento do prego, nao e"
"captura vx","Captura de ecr? 2025-11-11 095047.png","no_text","Imagem 4"
"captura vx","Captura de ecr? 2025-11-11 095056.png","maps;vx","Imagem 4 Repare, na imagem acima, como o prego no grfico nao conseguiu ultrapassar a S1 e nem romper para baixo da 11. + Considerages e Aconselhamentos O rompimento ou nao rompimento da MAP, analisado"
"captura vx","Captura de ecr? 2025-11-11 095101.png","vx","Ao observar o VX, voc est vendo a MAP de um novo ponto de vista, o que permite uma leitura mais clara e eficiente, especialmente no que diz respeito as divergncias ou convergncias da MAP. All "
"captura vx","Captura de ecr? 2025-11-11 095110.png","no_text",""
"captura vx","Captura de ecr? 2025-11-11 095115.png","maps;vx","VX M2: USABILIDADE + The_Wall do VX A The_Wall do grfico e a The_Wall do VX so a mesma ferramenta, mas apresentadas sob diferentes perspectivas e com coloraces distintas. A The_Wall do VX utiliza as p"
"captura vx","Captura de ecr? 2025-11-11 095131.png","vx","VX M2: USABILIDADE "
"captura vx","Captura de ecr? 2025-11-11 095137.png","vx","E possvel identificar quando a The_Wall do grfico est ultrapassando uma MAP por meio da The_Wall do VX."
"captura vx","Captura de ecr? 2025-11-11 095146.png","no_text","Tambm  possvel visualizar o saldo necessrio para o rompimento da The_Wall. "
"captura vx","Captura de ecr? 2025-11-11 095154.png","no_text",""
"captura vx","Captura de ecr? 2025-11-11 095200.png","no_text","+. Post-its Amarelos na The_Wall Os post-its amarelos na The_Wall indicam mudangas na direco da ferramenta. Essa informago  fundamental para manter a leitura do cenrio atual e antecipar possiveis movi"
"hertz","Captura de ecr? 2025-12-09 191454.png","hertz","O nmero do Hertz traz uma percepco muito importante, que vai alm de simplesmente indicar qual Renko devemos utilizar Essa informaco tambm  diretamente proporcional & volatilidade do mercado. Mas o que"
"hertz","Captura de ecr? 2025-12-09 191459.png","no_text","Anotando as frequncias no ndice Frequncia Macro: 91R Frequncia Conforto: 19R Frequncia Sniper: 12R Anotando as frequncias no SEP 500 | Frequncia Macro: 338 Frequncia Conforto: 21R a] Frequncia Sniper:"
"hertz","Captura de ecr? 2025-12-09 191503.png","hertz;stop","Anotando as frequncias no Nasdaq | Frequncia Macro: 71R Fo Frequncia Conforto: 44R | Frequncia Sniper: 27R pa O que  possivel notar comparando Dlar, ndice, SP500 e NASDAQ, respectivamente? E possivel "
"hertz","Captura de ecr? 2025-12-09 191506.png","hertz;stop","Quando se trata de mercado futuro (como Dlar, ndice, DI, SEP500, NASDAQ, Ouro, Gas ou moedas gerais listadas na CME), que possui um alto. grau de alavancagem, operar qualquer ativo pode se tornar bast"
"hertz","Captura de ecr? 2025-12-09 191510.png","no_text","Exemplo: Grfico Smin fe Grfico 1min al TT ct YY ft == Volatilidade alta significa movimentos repentinos e fora de uma cadncia previsivel. Esses movimentos podem dificultar tanto a leitura quanto a exe"
"hertz","Captura de ecr? 2025-12-09 191513.png","hertz","Reconhecer os momentos de alta volatilidade  essencial para ajustar sua estratgia e proteger seu capital. O Hertz  uma ferramenta valiosa para identificar essas condiges, ajudando voc a decidir quando"
"hertz","Captura de ecr? 2025-12-09 191516.png","fpleme;maps","DUVIDAS? E s6 entrar em contato com o nosso suporte, ele funciona de segunda a sexta das 9h as 18h. Os canals oficiais do nosso suporte so: WhatsApp: +55 16 99772 1929 E-mail: suporte@fpleme.com.br Es"
"hertz","Captura de ecr? 2025-12-09 191552.png","fpleme;hertz","HERTZ CONSIDERACOES FPLEME? "
"hertz","Captura de ecr? 2025-12-09 191557.png","hertz","O nmero do Hertz traz uma percepgo muito importante, que vai alm de simplesmente indicar qual Renko devemos utilizar. Essa informagao tambm  diretamente proporcional a volatilidade do mercado. Mas o q"
"hertz","Captura de ecr? 2025-12-09 191601.png","no_text","Anotando as frequncias no Indice Frequncia Macro: 31R Frequncia Conforto: 19R Frequncia Sniper: 12R Anotando as frequncias no S&P 500 Frequncia Macro: 33R Frequncia Conforto: 21R 27] Frequncia Sniper:"
"hertz","Captura de ecr? 2025-12-09 191605.png","hertz;stop","Anotando as frequncias no Nasdaq zw Frequncia Macro: 71R Frequncia Conforto: 44R cn Frequncia Sniper: 27R na O que  possivel notar comparando Dlar, ndice, S&P500 e NASDAQ, respectivamente?  possivel p"
"hertz","Captura de ecr? 2025-12-09 191610.png","hertz;stop","Quando se trata de mercado futuro (como Dlar, ndice, DI, SEP500, NASDAQ, Ouro, Gs ou moedas gerais listadas na CME), que possui um alto grau de alavancagem, operar qualquer ativo pode se tornar bastan"
"hertz","Captura de ecr? 2025-12-09 191615.png","no_text","Grfico 5min Grfico 1min =I Volatilidade alta significa movimentos repentinos e fora de uma cadncia previsivel. Esses movimentos podem dificultar tanto a leitura quanto a execuco de operages, tornando "
"hertz","Captura de ecr? 2025-12-09 191618.png","hertz","Reconhecer os momentos de alta volatilidade  essencial para ajustar sua estratgia e proteger seu capital. O Hertz  uma ferramenta valiosa para identificar essas condiges, ajudando voc a decidir quando"
"hertz","Captura de ecr? 2025-12-09 191638.png","fpleme;hertz","SEE Magno Albedo Fis -cvnkiar@gmalcom - CPF: 031.957 901-81 HERTZ: USABILIDADE Como vimos anteriormente, uma das funges do Hertz  converter o grfico temporal em grfico atemporal. Qual grfico temporal "
"hertz","Captura de ecr? 2025-12-09 191641.png","hertz","do grfico de 5 minutos para operages de Day Trade. Observago: As frequncias mais utilizadas no Day Trade so a Frequncia de Conforto e a Frequncia Sniper. Exemplo: ndice (INDFUT) no grfico de 5 minutos"
"hertz","Captura de ecr? 2025-12-09 191645.png","hertz","Imagem 1 Para operar, utilizamos o WINFUT, que  o contrato mini. Nesse caso, basta mudar o grfico para o WINFUT e inserir o nmero fornecido pelo Hertz. No exemplo acima, o nmero indicado  17R. (Imagem"
"hertz","Captura de ecr? 2025-12-09 191650.png","no_text","O grfico perptuo, aqueles com final FUT, era, inicialmente, utilizado apenas para estudos e anlises. Antigamente, nao era possivel operar diretamente por ele. Contudo, hoje, isso j  possivel. Para iss"
"hertz","Captura de ecr? 2025-12-09 191653.png","hertz","Imagem 3 Agora, o grafico est configurado na frequncia indicada, em Renko, e com o Cross Order ativado. Depois que o grfico j estiver ajustado para Renko, no h mais necessidade de consultar o Hertz no"
"hertz","Captura de ecr? 2025-12-09 191657.png","no_text","Observago: No mercado global, utilizando a plataforma Ninja Trader, no necessrio ativar a opgo Cross Order, pois essa funcionalidade j  configurada automaticamente. Assim, voc no ver o contrato FUT no"
"hertz","Captura de ecr? 2025-12-09 191702.png","fpleme;hertz","anteriores, assim como em um gratico perpetuo. ee Qual grfico temporal deve ser inserido no Hertz para obter o nmero adequado para o Swing Trade? Swing Trade refere-se a operages que se iniciam em um "
"hertz","Captura de ecr? 2025-12-09 191705.png","fpleme;hertz","Qual grfico temporal deve ser inserido no Hertz para obter o nmero adequado para o Buy and Hold? Buy and Hold  uma estratgia em que as operaces so inici dia e permanecem abertas por pelo menos 5 anos."
"hertz","Captura de ecr? 2025-12-09 191719.png","hertz","O Hertz  uma ferramenta que transforma o grfico temporal em um grfico atemporal. Isso facilita para a mquina probabilizar o mercado, pois os dados so contnuos e no esto limitados a uma barra temporal "
"hertz","Captura de ecr? 2025-12-09 191722.png","no_text","Observago: Existem varios grficos atemporais, mas por que utilizamos o Renko? Resposta: Dentro das posibilidades de grficos atemporais, utilizamos o grfico Renko porque ele possui apenas duas represen"
"hertz","Captura de ecr? 2025-12-09 191726.png","hertz","Voltando ao Hertz: alm das funcionalidades j citadas, ele tambm  utilizado para minimizar as lateralizages, chamadas de zperes, permitindo visualizar um grfico mais limpo e direcional. Por isso, no ut"
"hertz","Captura de ecr? 2025-12-09 191730.png","hertz","Hertz na plataforma Profit Hertz na plataforma Ninja Trader Observe que a ferramenta  composta por 3 linhas, uma superior, uma intermediria e uma inferior. Vamos agora entender cada uma delas e o que "
"hertz","Captura de ecr? 2025-12-09 191734.png","no_text","Compreendendo a Linha Intermedi: A linha intermediria, localizada entre as linhas superior e inferior,  chamada de Frequncia de Conforto. Essa frequncia representa a melhor tradugo do tempo grfico que"
"hertz","Captura de ecr? 2025-12-09 191738.png","stop;entry","Assim como na linha Intermediria, no final da linha Inferior h um nmero dentro de uma etiqueta. No exemplo da imagem, o numero apresentado  9. Este valor tambm muda conforme a movimentago do mercado. "
"hertz","Captura de ecr? 2025-12-09 191742.png","hertz","Dvida: O nmero do Hertz mudou enquanto eu estava em operago. O que fazer? Resposta: Nao h problema. Essa mudanga pontual no comprometer sua leitura, pois o Hertz possui uma tolerncia para essas variag"
